Statut & inventaire des immobilisations :;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type d'immobilisation :;Section analystique :;Statut :;Type de demande de modification du fichier des immobilisations :;;;;;;;;;;;;;;;;;;;;;;;;
immo inventoriables immatriculables (IMA);7500;Cmd en cours;Mise en service immobilisation;;;;;;;;;;;;;;;;;;;;;;;;
immo inventoriables dénombrable (DEN);7510;Cmd réceptionné - Attente de mise en service;Cession - Vente de l'immobilisation;;;;;;;;;;;;;;;;;;;;;;;;
Immo Analysables (VAL) ;7520;Mise en service;Mise au rebut de l'immobilisation;;;;;;;;;;;;;;;;;;;;;;;;
-;7540;Perdu;Transfert d'immobilisation;;;;;;;;;;;;;;;;;;;;;;;;
-;-;Rebuté;-;;;;;;;;;;;;;;;;;;;;;;;;
-;-;Vendu;-;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
N°CAB;"Code Projet
(CAPEX)";"N° d'immo / 
Nom fond de dossier";Type d'immo;Fournisseur;Code article;Désignation;Description;N° de série;No CMD;Section analytique;Zone;Localisation;Qté;PU;Montant Cde dans la devise de transaction;Date OA;Date livr.;Date mise en service;Date sortie;Statut;BL;Facture;Type de demande de modification du fichier des immobilisations :;Decription du code projet;Propriétaire;Immatriculé ?;Colonne1
Z10059;22015209;Z10059_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;P2319H;DELL 23 MONITOR-P2319H;;62PQ9H3;5016342;;RAF;FINANCE;1,00;;;;16/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10060;22015209;Z10060_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;P2319H;DELL 23 MONITOR-P2319H;;82PQ9H3;5016342;;DUCT;PRO;1,00;;;;16/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10061;22015209;Z10061_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;P2319H;DELL 23 MONITOR-P2319H;;92PQ9H3;5016342;;BE;BE;1,00;;;;16/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10062;22015209;Z10062_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;P2319H;DELL 23 MONITOR-P2319H;;B2PQ9H3;5016342;;BE;BE;1,00;;;;16/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10063;22015209;Z10063_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;P2319H;DELL 23 MONITOR-P2319H;;BXNPQ9H3;5016342;;;;1,00;;;;16/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10064;22015209;Z10064_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;P2319H;DELL 23 MONITOR-P2319H;;F0PQ9H3;5016342;;DUCT;PRO;1,00;;;;16/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10065;22015209;Z10065_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;P2319H;DELL 23 MONITOR-P2319H;;G2PQ9H3;5016342;;ABDELAZIZE;SUPPORT;1,00;;;;16/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10066;22015209;Z10066_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;P2319H;DELL 23 MONITOR-P2319H;;H2PQ9H3;5016342;;CL;SC;1,00;;;;16/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10067;22015209;Z10067_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;P2319H;DELL 23 MONITOR-P2319H;;J2PQ9H3;5016342;;CL;SC;1,00;;;;16/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10068;22015209;Z10068_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;9K8WY-SA;PRECISION 3650 TOWER CTO BASE;;C4GYVQ3;5016342;;ABDELAZIZE;SUPPORT;1,00;;;;15/07/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10069;22015209;Z10069_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;3DCP1-SA;OPTIOLEX 3000 SMALL FORM FACTOR;;1QDCCR3;5016342;;USINAGE;PRO;1,00;;;;23/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10070;22015209;Z10070_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;3DCP1-SA;OPTIOLEX 3000 SMALL FORM FACTOR;;2QDCCR3;5016342;;;PRO;1,00;;;;23/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10071;22015209;Z10071_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;3DCP1-SA;OPTIOLEX 3000 SMALL FORM FACTOR;;3QDCCR3;5016342;;marzouga;ADMIN;1,00;;;;23/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10072;22015209;Z10072_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;3DCP1-SA;OPTIOLEX 3000 SMALL FORM FACTOR;;4QDCCR3;5016342;;;PRO;1,00;;;;23/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10073;22015209;Z10073_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;3DCP1-SA;OPTIOLEX 3000 SMALL FORM FACTOR;;5QDCCR3;5016342;;;IT;1,00;;;;23/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10074;22015209;Z10074_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;3DCP1-SA;OPTIOLEX 3000 SMALL FORM FACTOR;;6QDCCR3;5016342;;USINAGE;PRO;1,00;;;;23/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10075;22015209;Z10075_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;3DCP1-SA;OPTIOLEX 3000 SMALL FORM FACTOR;;7QDCCR3;5016342;;;PRO;1,00;;;;23/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10076;22015209;Z10076_22015209_;immo inventoriables immatriculables (IMA);;;;;;;;;;1,00;;;;;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10077;22015209;Z10077_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;3DCP1-SA;OPTIOLEX 3000 SMALL FORM FACTOR;;8QDCCR3;5016342;;;PRO;1,00;;;;23/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10078;22015209;Z10078_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;3DCP1-SA;OPTIOLEX 3000 SMALL FORM FACTOR;;9QDCCR3;5016342;;;PRO;1,00;;;;23/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10079;22015209;Z10079_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;3DCP1-SA;OPTIOLEX 3000 SMALL FORM FACTOR;;BQDCCR3;5016342;;USINAGE;PRO;1,00;;;;23/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10080;22015209;Z10080_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;3DCP1-SA;OPTIOLEX 3000 SMALL FORM FACTOR;;CQDCCR3;5016342;;;FINANCE;1,00;;;;23/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10081;22015209;Z10081_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;3DCP1-SA;OPTIOLEX 3000 SMALL FORM FACTOR;;DQDCCR3;5016342;;;PRO;1,00;;;;23/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10082;22015209;Z10082_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;3DCP1-SA;OPTIOLEX 3000 SMALL FORM FACTOR;;HPDCCR3;5016342;;;PRO;1,00;;;;23/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10083;22015209;Z10083_22015209_5016342;immo inventoriables immatriculables (IMA);MICRODATA;3DCP1-SA;OPTIOLEX 3000 SMALL FORM FACTOR;;JPDCCR3;5016342;;ABDELAZIZE;SUPPORT;1,00;;;;23/08/2022;;;;;;;"Visioconference Teams - 11KMAD
BE : Augmentation charge/capa (Maintenance licence) - 150KMAD
BE : Augmentation charge/capa (Invest licence) - 300KMAD";;Immatriculé;
Z10084;22016031;Z10084_22016031_;immo inventoriables immatriculables (IMA);;;convertisseur 115;;;;;salle convertisseur;;1,00;;;;;;;;;;;Convertisseur 115V 30KVA;;Immatriculé;
Z10085;22016001;Z10085_22016001_;immo inventoriables immatriculables (IMA);;;HUMLOG20 THIP;;008.1122.0802.036;;;cave;;1,00;;;;04/12/2023;;;;;;;"HUMLOG20 THIP 
Cordons CB6 pour rétrofit VXI
Cordon WHC P8 interface ATP
SECHEUR ETUVE
Carte CAN VN1530 FQSC";;Immatriculé;
Z10086;22016001;Z10086_22016001_;immo inventoriables immatriculables (IMA);;;HUMLOG20 THIP;;009.1122.0802.036;;;cave;;1,00;;;;04/12/2023;;;;;;;"HUMLOG20 THIP 
Cordons CB6 pour rétrofit VXI
Cordon WHC P8 interface ATP
SECHEUR ETUVE
Carte CAN VN1530 FQSC";;Immatriculé;
Z10087;22016152;Z10087_22016152_;immo inventoriables immatriculables (IMA);;;RETROFIT ETUVE CLIMATS;;;;7520;deverminage;etuve 2;1,00;;;;15/12/2022;;;;;;;Rétrofit KIT Etuve Climat + Carte G-POWER;;Immatriculé;
Z10088;22016152;Z10088_22016152_;immo inventoriables immatriculables (IMA);;;RETROFIT ETUVE CLIMATS;;;;7520;deverminage;etuvr 2;1,00;;;;15/12/2022;;;;;;;Rétrofit KIT Etuve Climat + Carte G-POWER;;Immatriculé;
Z10089;22016152;Z10089_22016152_;immo inventoriables immatriculables (IMA);;;CARTE G POWER CLIMATS;;;;7520;deverminage;etuvr 2;1,00;;;;15/12/2022;;;;;;;Rétrofit KIT Etuve Climat + Carte G-POWER;;Immatriculé;
Z10090;23017315;Z10090_23017315_5039617;immo inventoriables immatriculables (IMA);;;Chaise ESD;;;5039617;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10091;23017315;Z10091_23017315_5039617;immo inventoriables immatriculables (IMA);;;Chaise ESD;;;5039617;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10092;23017315;Z10092_23017315_5039617;immo inventoriables immatriculables (IMA);;;Chaise ESD;;;5039617;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10093;23017315;Z10093_23017315_5039617;immo inventoriables immatriculables (IMA);;;Chaise ESD;;;5039617;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10094;23017315;Z10094_23017315_5039617;immo inventoriables immatriculables (IMA);;;Chaise ESD;;;5039617;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10095;23017315;Z10095_23017315_5039617;immo inventoriables immatriculables (IMA);;;Chaise ESD;;;5039617;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10096;23017315;Z10096_23017315_5039617;immo inventoriables immatriculables (IMA);;;Chaise ESD;;;5039617;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10097;23017315;Z10097_23017315_5039617;immo inventoriables immatriculables (IMA);;;Chaise ESD;;;5039617;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10098;23017315;Z10098_23017315_5039617;immo inventoriables immatriculables (IMA);;;Chaise Non ESD;;;5039617;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10099;23017315;Z10099_23017315_5039617;immo inventoriables immatriculables (IMA);;;Chaise Non ESD;;;5039617;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10100;23017315;Z10100_23017315_5039617;immo inventoriables immatriculables (IMA);;;Chaise Non ESD;;;5039617;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10101;23017315;Z10101_23017315_5039617;immo inventoriables immatriculables (IMA);;;Chaise Non ESD;;;5039617;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10102;23017315;Z10102_23017315_5039617;immo inventoriables immatriculables (IMA);;;Chaise Non ESD;;;5039617;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10103;23017315;Z10103_23017315_5039617;immo inventoriables immatriculables (IMA);;;Chaise Non ESD;;;5039617;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10104;23017315;Z10104_23017315_5039617;immo inventoriables immatriculables (IMA);;;Chaise Non ESD;;;5039617;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10105;23017315;Z10105_23017315_5039617;immo inventoriables immatriculables (IMA);;;Chaise Non ESD;;;5039617;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10106;23017315;Z10106_23017315_5039617;immo inventoriables immatriculables (IMA);;;Chaise Non ESD;;;5039617;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10107;23017315;Z10107_23017315_5039617;immo inventoriables immatriculables (IMA);;;Chaise Non ESD;;;5039617;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10108;23017315;Z10108_23017315_5039617;immo inventoriables immatriculables (IMA);;;Chaise Non ESD;;;5039617;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10109;23017315;Z10109_23017315_5039617;immo inventoriables immatriculables (IMA);;;Chaise Non ESD;;;5039617;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10110;23017315;Z10110_23017315_5039615;immo inventoriables immatriculables (IMA);;;Chaise;;;5039615;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10111;23017315;Z10111_23017315_5039615;immo inventoriables immatriculables (IMA);;;Chaise;;;5039615;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10112;23017315;Z10112_23017315_5039615;immo inventoriables immatriculables (IMA);;;Chaise;;;5039615;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10113;23017315;Z10113_23017315_5039615;immo inventoriables immatriculables (IMA);;;Chaise;;;5039615;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10114;23017315;Z10114_23017315_5039615;immo inventoriables immatriculables (IMA);;;Chaise;;;5039615;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10115;23017315;Z10115_23017315_5039615;immo inventoriables immatriculables (IMA);;;Chaise;;;5039615;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10116;23017315;Z10116_23017315_5039615;immo inventoriables immatriculables (IMA);;;Chaise;;;5039615;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10117;23017315;Z10117_23017315_5039615;immo inventoriables immatriculables (IMA);;;Chaise;;;5039615;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10118;23017315;Z10118_23017315_5039615;immo inventoriables immatriculables (IMA);;;Chaise ESD;;;5039615;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10119;23017315;Z10119_23017315_5039615;immo inventoriables immatriculables (IMA);;;Chaise ESD;;;5039615;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10120;23017315;Z10120_23017315_5039615;immo inventoriables immatriculables (IMA);;;Chaise ESD;;;5039615;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10121;23017315;Z10121_23017315_5039615;immo inventoriables immatriculables (IMA);;;Chaise ESD;;;5039615;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10122;23017315;Z10122_23017315_5039615;immo inventoriables immatriculables (IMA);;;Chaise ESD;;;5039615;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10123;23017315;Z10123_23017315_5039615;immo inventoriables immatriculables (IMA);;;Chaise ESD;;;5039615;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10124;23017315;Z10124_23017315_5039615;immo inventoriables immatriculables (IMA);;;Chaise ESD;;;5039615;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10125;23017315;Z10125_23017315_5039615;immo inventoriables immatriculables (IMA);;;Chaise ESD;;;5039615;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10126;23017315;Z10126_23017315_5039615;immo inventoriables immatriculables (IMA);;;Chaise ESD;;;5039615;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10127;23017315;Z10127_23017315_5039615;immo inventoriables immatriculables (IMA);;;Chaise ESD;;;5039615;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10128;23017315;Z10128_23017315_5039615;immo inventoriables immatriculables (IMA);;;Chaise ESD;;;5039615;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z10129;23017315;Z10129_23017315_5039615;immo inventoriables immatriculables (IMA);;;Chaise ESD;;;5039615;;;;1,00;;;;;;;;;;;Chaises de bureau, chaises atelier, chaise atelier ESD;;Immatriculé;
Z21088;23017774;Z21088_23017774_5046950;immo inventoriables immatriculables (IMA);BROD INVEST;;lot construction;;;5046950;;;;1,00;737252,79;;21/07/2023;31/12/5999;;;;;;;Salle Grise;;;
Z21089;23017774;Z21089_23017774_5046950;immo inventoriables immatriculables (IMA);BROD INVEST;;lot CFO ET CFA;;;5046950;;;;1,00;445029,37;;21/07/2023;31/12/5999;;;;;;;Salle Grise;;;
Z30107;20012037;Z30107_20012037_2452706;immo inventoriables dénombrable (DEN);MULTEK SARL AU;;Eclairage: firnas+laboratoire+usinage+vernissage+reparation;;;2452706;;;;1,00;177011,99;;26/11/2020;27/11/2020;;;;;;;Remise à niveau éclairage atelier;;;
Z20003;20012031;Z20003_20012031_2454873;immo inventoriables immatriculables (IMA);SMEF;;Palpeur 3D;;;2454873;7500;;Ilot transfert Bouy;1,00;4876,20;;18/12/2020;22/02/2021;01/03/2021;;en service;;;;#N/A;accessoire machine;non-immatriculé;
Z20004;20012031;Z20004_20012031_2454880;immo inventoriables immatriculables (IMA);QUALITY SOURCE/RADIEE 21072021;;Carte EMS;;;2454880;7500;;cave massoudi;1,00;3300,00;;18/12/2020;29/03/2021;;;;;;;#N/A;;;
Z20005;20012031;Z20005_20012031_2454880;immo inventoriables immatriculables (IMA);QUALITY SOURCE/RADIEE 21072021;;Carte EMS;;;2454880;7500;;cave massoudi;1,00;3300,00;;18/12/2020;29/03/2021;;;;;;;#N/A;;;
Z20006;20012031;Z20006_20012031_2454977;immo inventoriables immatriculables (IMA);WATER  TECHNOLOGIE SOLUTIONS;;Etuve dégazage VT6025;Etuve dégazage VT6025;;2454977;7510;CAVE;CAVE BACK UP;1,00;80605,00;;21/12/2020;19/03/2021;;;;;;;#N/A;;;
Z20007;20012031;Z20007_20012031_2454980;immo inventoriables immatriculables (IMA);MICRODATA;;10 PC ALLINONE;;;2454980;7520;;;1,00;9097,00;;21/12/2020;24/02/2021;;;;;;;#N/A;;;
Z20008;20012031;Z20008_20012031_2454980;immo inventoriables immatriculables (IMA);MICRODATA;;10 PC ALLINONE;;;2454980;7520;;;1,00;9097,00;;21/12/2020;24/02/2021;;;;;;;#N/A;;;
Z20009;20012031;Z20009_20012031_2454980;immo inventoriables immatriculables (IMA);MICRODATA;;10 PC ALLINONE;;;2454980;7520;;;1,00;9097,00;;21/12/2020;24/02/2021;;;;;;;#N/A;;;
Z20010;20012031;Z20010_20012031_2454980;immo inventoriables immatriculables (IMA);MICRODATA;;10 PC ALLINONE;;;2454980;7520;;;1,00;9097,00;;21/12/2020;24/02/2021;;;;;;;#N/A;;;
Z20011;20012031;Z20011_20012031_2454980;immo inventoriables immatriculables (IMA);MICRODATA;;10 PC ALLINONE;;;2454980;7520;;;1,00;9097,00;;21/12/2020;24/02/2021;;;;;;;#N/A;;;
Z20012;20012031;Z20012_20012031_2454980;immo inventoriables immatriculables (IMA);MICRODATA;;10 PC ALLINONE;;;2454980;7520;;;1,00;9097,00;;21/12/2020;24/02/2021;;;;;;;#N/A;;;
Z20013;20012031;Z20013_20012031_2454980;immo inventoriables immatriculables (IMA);MICRODATA;;10 PC ALLINONE;;;2454980;7520;;;1,00;9097,00;;21/12/2020;24/02/2021;;;;;;;#N/A;;;
Z20014;20012031;Z20014_20012031_2454980;immo inventoriables immatriculables (IMA);MICRODATA;;10 PC ALLINONE;;;2454980;7520;;;1,00;9097,00;;21/12/2020;24/02/2021;;;;;;;#N/A;;;
Z20015;20012031;Z20015_20012031_2454980;immo inventoriables immatriculables (IMA);MICRODATA;;10 PC ALLINONE;;;2454980;7520;;;1,00;9097,00;;21/12/2020;24/02/2021;;;;;;;#N/A;;;
Z20016;20012031;Z20016_20012031_2454980;immo inventoriables immatriculables (IMA);MICRODATA;;10 PC ALLINONE;;;2454980;7520;;;1,00;9097,00;;21/12/2020;24/02/2021;;;;;;;#N/A;;;
Z20951;22015466;Z20951_22015466_5040983;immo inventoriables immatriculables (IMA);BROD INVEST;;CONSTRUCTION ATELIER;;;5040983;;;;1,00;170000,00;;19/04/2023;01/06/2023;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z20952;22015466;Z20952_22015466_5040983;immo inventoriables immatriculables (IMA);BROD INVEST;;CONSTRUCTION CABINES LES MURS SANS PANNAUX;;;5040983;;;;1,00;130000,00;;19/04/2023;01/06/2023;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z21104;23017901;Z21104_23017901_5047285;immo inventoriables dénombrable (DEN);BROD INVEST;;ISOLATION SALLE VERNIS;;;5047285;;;;1,00;96200,00;;26/07/2023;03/10/2023;;;;;;;Salle vernis;;;
Z30025;19009111;Z30025_19009111_2447972;immo inventoriables dénombrable (DEN);TELEM;;;;;2447972;;;;1,00;51000,00;;26/09/2019;23/04/2021;;;;;;;Sécurisation contre le feu des salles VXI & serveur;;;
Z20081;20011876;Z20081_20011876_5016342;immo inventoriables dénombrable (DEN);ICONE INDUSTRIE;;Installation électrique;;;5016342;;;;1,00;46902,00;;25/02/2021;01/06/2021;;;;;;;#N/A;;;
Z20296;22015391;Z20296_22015391_5017952;immo inventoriables dénombrable (DEN);BROD INVEST;;REMISE EN ETAT DE CLIMATISATIONS USINE;;;5017952;7520;backup clim. Système de redondance pour : Salle server, kéro, VXI, DV, Vernis 3 split système pour VXI DV Vernis (Déjà 2 kéro et 2 server);backup clim. Système de redondance pour : Salle server, kéro, VXI, DV, Vernis 3 split système pour VXI DV Vernis (Déjà 2 kéro et 2 server);1,00;45000,00;;02/06/2022;31/08/2022;;;;;;;"Plan de backup clim.
Système de redondance pour : Salle server, kéro, VXI, DV, Vernis
3 split système pour VXI DV Vernis (Déjà 2 kéro et 2 server)";;;
Z20917;22015466;Z20917_22015466_5040614;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;Fourniture et pose d'une armoire électrique;;;5040614;;;Duct;1,00;40200,00;;13/04/2023;26/06/2023;;;;;;;"Moyens & outillages SET catalogues - Batch 1
Moyens & Outillage DUCT CMP - Unité de nettoyage 5/5";;;
Z30018;19009111;Z30018_19009111_2447972;immo inventoriables dénombrable (DEN);TELEM;;;;;2447972;;;;1,00;36750,00;;26/09/2019;23/04/2021;;;;;;;Sécurisation contre le feu des salles VXI & serveur;;;
